partner_id	gene_symbol	uniprot_id	entrez_id	ensembl_id
6757	ARPC1B	O15143	10095	ENSG00000130429
6758	ACTR2	P61160	10097	ENSG00000138071
6759	ACTR3	P61158	10096	ENSG00000115091
6760	ARPC2	O15144	10109	ENSG00000163466
6761	ARPC3	O15145	10094	ENSG00000111229
6762	ARPC4	P59998	10093	ENSG00000241553
6763	ARPC5	O15511	10092	ENSG00000162704
6764	fadB	P28793	N/A	N/A
6765	fadA	P28790	N/A	N/A
6766	BT_4395	Q89ZI2	N/A	N/A
6767	ndoB	P0A110	N/A	N/A
6768	ndoC	P0A112	N/A	N/A
6769	rpoA	Q5SHR6	N/A	N/A
6770	daaA	Q9LCC8	N/A	N/A
6771	murI	Q9A1B7	N/A	N/A
6772	N/A	P01744	N/A	N/A
6773	N/A	P04211	N/A	N/A
6774	feeM	Q8KNZ7	N/A	N/A
6775	hpd	Q53586	N/A	N/A
6776	def	P96275	N/A	N/A
6777	lasR	P25084	N/A	N/A
6778	CSNK1G1	Q9HCP0	53944	ENSG00000169118
6779	MERTK	Q12866	10461	ENSG00000153208
6780	ACSBG1	Q96GR2	23205	ENSG00000103740
6781	Tfu_1410	Q47Q21	N/A	N/A
6782	RPS6KA1	Q15418	6195	ENSG00000117676
6783	TRAPPC6A	O75865	79090	ENSG00000007255
6784	TRAPPC6B	Q86SZ2	122553	ENSG00000182400
6785	TRAPPC5	Q8IUR0	126003	ENSG00000181029
6786	TRAPPC4	Q9Y296	51399	ENSG00000196655; ENSG00000262043
6787	TRAPPC1	Q9Y5R8	58485	ENSG00000170043
6788	TRAPPC2	O14582	N/A	N/A
6789	glmU	P43889	N/A	N/A
6790	EEF2	P13639	1938	ENSG00000167658
6791	toxA	Q5EK40	N/A	N/A
6792	PARP15	Q460N3	165631	ENSG00000173200
6793	PDK4	Q16654	5166	ENSG00000004799
6794	ybbD	P40406	N/A	N/A
6795	ptsP	Q6FEW8	N/A	N/A
6796	cqsA	Q9KM65	N/A	N/A
6797	glpG	P44783	N/A	N/A
6798	SCGB1A1	P11684	7356	ENSG00000149021
6799	pbpA	Q8DR59	N/A	N/A
6800	N/A	Q53728	N/A	N/A
6801	MYL6B	P14649	140465	ENSG00000196465
6802	MYL12A	P19105	10627	ENSG00000101608
6803	MYH7	P12883	4625	ENSG00000092054
6804	PFN2	P35080	5217	ENSG00000070087
6805	lolB	P61320	N/A	N/A
6806	AGR_C_2535	A9CJ63	N/A	N/A
6807	cysE	Q0WKM4	N/A	N/A
6808	BCE_3424	Q734I1	N/A	N/A
6809	SPO2066	Q5LRQ9	N/A	N/A
6810	tkt2	Q81Y15	N/A	N/A
6811	bpuJIR	A3FMN7	N/A	N/A
6812	nir	Q5F2I3	N/A	N/A
6813	SAV4671	Q82EE4	N/A	N/A
6814	GSU1007	Q74EF5	N/A	N/A
6815	AFE_1514	B7JA91	N/A	N/A
6816	gpmA	Q3JWH7	N/A	N/A
6817	purA	Q8ZIV7	N/A	N/A
6818	SYNAS_17590	Q2LU76	N/A	N/A
6819	RUMGNA_03254	A7B6P0	N/A	N/A
6820	VP2116	Q87MW5	N/A	N/A
6821	N/A	P01768	N/A	N/A
6822	pbp1b	O70038	N/A	N/A
6823	ALPP	P05187	250	ENSG00000163283
6824	LYN	P07948	4067	ENSG00000254087
6825	CV_3270	Q7NSZ5	N/A	N/A
6826	bacB	P39639	N/A	N/A
6827	pheA	A1A2B5	N/A	N/A
6828	lfrR	Q58L87	N/A	N/A
6829	LCN9	Q8WX39	392399	ENSG00000148386
6830	V-SRC	P00524	N/A	N/A
6831	aat	P0A8P1	N/A	N/A
6832	SRPK2	P78362	6733	ENSG00000135250
6833	CAMK1D	Q8IU85	57118	ENSG00000183049
6834	N/A	P0C8P8	N/A	N/A
6835	rplK	P29395	N/A	N/A
6836	HIBCH	Q6NVY1	26275	ENSG00000198130
6837	STK17B	O94768	9262	ENSG00000081320
6838	NMT1	P30419	4836	ENSG00000136448
6839	PDK3	Q15120	5165	ENSG00000067992
6840	phoQ	P14147	N/A	N/A
6841	estA	P37957	N/A	N/A
6842	LGALS9	O00182	3965	ENSG00000168961
6843	pepN	P04825	N/A	N/A
6844	pbp1b	Q7CRA4	N/A	N/A
6845	actII	Q53901	N/A	N/A
6846	hsaC	P96850	N/A	N/A
6847	LCT	P09848	3938	ENSG00000115850
6848	N/A	Q6PYX1	N/A	N/A
6849	BF0439	Q5LI27	N/A	N/A
6850	N/A	P01617	N/A	N/A
6851	MLLT4	P55196	4301	ENSG00000130396
6852	SCO5089	Q02054	N/A	N/A
6853	IRAK4	Q9NWZ3	51135	ENSG00000198001
6854	N/A	P15636	N/A	N/A
6855	fabI	B0Q840	N/A	N/A
6856	fabI	Q6GI75	N/A	N/A
6857	PDK2	Q15119	5164	ENSG00000005882
6858	CES1P1	Q9UKY3	N/A	N/A
6859	S100A4	P26447	6275	ENSG00000196154
6860	kasA	P63454	N/A	N/A
6861	AKR1A1	P14550	10327	ENSG00000117448
6862	AKR1B10	O60218	57016	ENSG00000198074
6863	mauB	P29894	N/A	N/A
6864	mauA	P22619	N/A	N/A
6865	moxG	P29899	N/A	N/A
6866	qhnDH	Q8VUS8	N/A	N/A
6867	N/A	Q8VUT0	N/A	N/A
6868	N/A	Q8VUS7	N/A	N/A
6869	pheA	P0A9J8	N/A	N/A
6870	MT1933	O07746	N/A	N/A
6871	aauA	P84887	N/A	N/A
6872	aauB	P84888	N/A	N/A
6873	Rv0948c	P64767	N/A	N/A
6874	aroG	O53512	N/A	N/A
6875	ecoRVR	P04390	N/A	N/A
6876	CREBBP	Q92793	1387	ENSG00000005339
6877	fabK	Q9FBC5	N/A	N/A
6878	YARS	Q5UPJ7	N/A	N/A
6879	BPHL	Q86WA6	670	ENSG00000137274
6880	BH0413	Q9KFR4	N/A	N/A
6881	nikA	P33590	N/A	N/A
6882	IYD	Q6PHW0	389434	ENSG00000009765
6883	chiB	Q54276	N/A	N/A
6884	BURPS1710b_3237	Q3JP94	N/A	N/A
6885	ACOT13	Q9NPJ3	55856	ENSG00000112304
6886	dsbA	P0AEG4	N/A	N/A
6887	dsbB	P0A6M2	N/A	N/A
6888	nrfC	Q72LA5	N/A	N/A
6889	TT_C0155	Q72LA4	N/A	N/A
6890	TT_C0153	Q72LA6	N/A	N/A
6891	MED1	Q15648	5469	ENSG00000125686
6892	murI	Q9ZLT0	N/A	N/A
6893	CAMK2G	Q13555	818	ENSG00000148660
6894	N/A	P26661	N/A	N/A
6895	MAP3K9	P80192	4293	ENSG00000006432
6896	N/A	Q7SIA5	N/A	N/A
6897	N/A	Q59401	N/A	N/A
6898	N/A	O92972	N/A	N/A
6899	orf1ab	A7J8L3	N/A	N/A
6900	def	Q672W7	N/A	N/A
6928	N/A	Q9X6R4	N/A	N/A
6929	NMRAL1	Q9HBL8	57407	ENSG00000153406
6930	celH	P16218	N/A	N/A
6931	KCNMB1	Q16558	3779	ENSG00000145936
6932	KCNMB3	Q9NPA1	27094	ENSG00000171121
6933	KCNMB4	Q86W47	27345	ENSG00000135643
6934	KCNN1	Q92952	3780	ENSG00000105642
6935	KCNN2	Q9H2S1	3781	ENSG00000080709
6936	KCNN3	Q9UGI6	3782	ENSG00000143603
6937	MT-CYB	Q02768	N/A	N/A
6938	nat	P0A5L8	N/A	N/A
6939	mrdA	P74872	N/A	N/A
6940	pbpG	P0AFI5	N/A	N/A
6942	GALNT1	Q10472	2589	ENSG00000141429
6943	CYTH3	O43739	9265	ENSG00000008256
6944	LSM6	P62312	11157	ENSG00000164167
6945	rdxA	O25608	N/A	N/A
6946	HS3ST1	O14792	9957	ENSG00000002587
6947	INPP5B	P32019	3633	ENSG00000204084
6948	RPIA	P49247	22934	ENSG00000153574
6949	HCRT	O43612	3060	ENSG00000161610
6951	DPH5	Q9H2P9	51611	ENSG00000117543
6952	C22orf28	Q9Y3I0	51493	ENSG00000100220
6953	ITPA	Q9BY32	3704	ENSG00000125877
6954	SDF2	Q99470	6388	ENSG00000132581
6955	SMAD2	Q15796	4087	ENSG00000175387
6956	PRMT3	O60678	10196	ENSG00000185238
6958	GSPT1	P15170	2935	ENSG00000103342
6960	INPP5J	Q15735	27124	ENSG00000185133
6962	EPN1	Q9Y6I3	29924	ENSG00000063245
6963	SOD2	P04179	6648	ENSG00000112096
6964	PGK1	P00558	5230	ENSG00000102144
6965	TST	Q16762	7263	ENSG00000128311
6966	DNASE1	P24855	1773	ENSG00000213918
6967	AMY2B	P19961	280	ENSG00000240038
6968	PPA1	Q15181	5464	ENSG00000180817
6969	CS	O75390	1431	ENSG00000062485
6970	ENO3	P13929	2027	ENSG00000108515
6971	PGM1	P36871	5236	ENSG00000079739
6972	PGAM2	P15259	5224	ENSG00000164708
6973	SERPINB3	P29508	6317	ENSG00000057149
6974	TFF2	Q03403	7032	ENSG00000160181
6975	IGLC1	P0CG04	N/A	N/A
6976	HLA-DQB1	P01920	100293977; 3119	ENSG00000231286; ENSG00000233209; ENSG00000225824
6977	MB	P02144	4151	ENSG00000198125
6980	PVALB	P20472	5816	ENSG00000100362
6981	ELSPBP1	Q96BH3	64100	ENSG00000169393
6982	KRTAP5-3	Q6L8H2	387266	ENSG00000196224
6983	UMPS	P11172	7372	ENSG00000114491
6984	CYB5B	O43169	80777	ENSG00000103018
6985	PRKACB	P22694	5567	ENSG00000142875
6986	DBI	P07108	1622	ENSG00000155368
6987	AK2	P54819	204	ENSG00000004455
6988	RAB8B	Q92930	51762	ENSG00000166128
6989	TLL2	Q9Y6L7	7093	ENSG00000095587
6990	FDXR	P22570	2232	ENSG00000161513
6991	SFTPA1	Q8IWL2	653509	ENSG00000122852
6992	MBL2	P11226	4153	ENSG00000165471
6994	EN2	P19622	2020	ENSG00000164778
6995	RAB7A	P51149	7879	ENSG00000075785
6996	DNTT	P04053	1791	ENSG00000107447
6998	SYN1	P17600	6853	ENSG00000008056
6999	MYH11	P35749	4629	ENSG00000133392
7000	PLCD1	P51178	5333	ENSG00000187091
7001	GNAI1	P63096	2770	ENSG00000127955
7002	KRTAP5-2	Q701N4	440021	ENSG00000205867
7003	LGALS1	P09382	3956	ENSG00000100097
7004	M6PR	P20645	4074	ENSG00000003056
7005	CD1D	P15813	912	ENSG00000158473
7006	ISYNA1	Q9NPH2	51477	ENSG00000105655
7007	PRKAR2B	P31323	5577	ENSG00000005249
7008	GYG1	P46976	2992	ENSG00000163754
7009	ORF36	P09250	N/A	N/A
7010	ECHS1	P30084	1892	ENSG00000127884
7011	GLT6D1	Q7Z4J2	360203	ENSG00000204007
7012	KCNA4	P22459	3739	ENSG00000182255
7014	ACO2	Q99798	50	ENSG00000100412
7015	KIFC1	Q9BW19	3833	ENSG00000204197; ENSG00000237649; ENSG00000233450
7016	TGFB3	P10600	7043	ENSG00000119699
7017	CYB5R1	Q9UHQ9	51706	ENSG00000159348
7018	NSF	P46459	4905	ENSG00000073969
7019	HPX	P02790	3263	ENSG00000110169
7020	DCN	P07585	1634	ENSG00000011465
7021	GDI1	P31150	2664	ENSG00000203879
7022	NCAN	O14594	1463	ENSG00000130287
7024	HNF1A	P20823	6927	ENSG00000135100
7025	PAPOLA	P51003	10914	ENSG00000090060
7026	RDX	P35241	5962	ENSG00000137710
7029	MGAT1	P26572	4245	ENSG00000131446
7030	PTS	Q03393	5805	ENSG00000150787
7032	ITPR1	Q14643	3708	ENSG00000150995
7033	CEL	P19835	1056	ENSG00000170835
7034	DLG4	P78352	1742	ENSG00000132535
7035	ATP6V1C1	P21283	528	ENSG00000155097
7036	FST	P19883	10468	ENSG00000134363
7037	IDH2	P48735	3418	ENSG00000182054
7038	EEF1A1	P68104	1915	ENSG00000156508
7039	PRSS2	P07478	5645	ENSG00000262739
7040	UBE2D2	P62837	7322	ENSG00000131508
7041	FAH	P16930	2184	ENSG00000103876
7043	RAB5A	P20339	5868	ENSG00000144566
7045	ARL1	P40616	400	ENSG00000120805
7046	AK8	Q96MA6	158067	ENSG00000165695
7048	PPT1	P50897	5538	ENSG00000131238
7049	MAN1A1	P33908	4121	ENSG00000111885
7051	GSTT2	P0CG29	N/A	ENSG00000099984
7052	TUFM	P49411	7284	ENSG00000178952
7053	CAMP	P49913	820	ENSG00000164047
7054	TUB	P50607	7275	ENSG00000166402
7055	RORA	P35398	6095	ENSG00000069667
7056	EFNB2	P52799	1948	ENSG00000125266
7057	SIRT3	Q9NTG7	23410	ENSG00000142082
7059	EPHB2	P29323	2048	ENSG00000133216
7060	ENO2	P09104	2026	ENSG00000111674
7061	CTDSP1	Q9GZU7	58190	ENSG00000144579
7062	CKS1B	P61024	1163	ENSG00000173207
7064	CCT3	P49368	7203	ENSG00000163468
7065	PCBD1	P61457	5092	ENSG00000166228
7066	HBG1	P69891	3047	ENSG00000213934
7068	RAB11A	P62491	8766	ENSG00000103769
7069	RAN	P62826	5901	ENSG00000132341
7070	UBB	P0CG47	7314	ENSG00000170315
7072	RALA	P11233	5898	ENSG00000006451
7073	SPINK6	Q6UWN8	404203	ENSG00000178172
7074	CMAS	Q8NFW8	55907	ENSG00000111726
7075	ALDOB	P05062	229	ENSG00000136872
7076	IL4I1	Q96RQ9	259307	ENSG00000104951
7077	panC	Q5SHF5	N/A	N/A
7078	CPD	O75976	1362	ENSG00000108582
7079	ACYP2	P14621	98	ENSG00000170634
7080	YWHAE	P62258	7531	ENSG00000108953
7081	BCKDK	O14874	10295	ENSG00000103507
7082	VCP	P55072	7415	ENSG00000165280
7083	UBA1	P22314	7317	ENSG00000130985
7084	ERO1LB	Q86YB8	56605	ENSG00000086619
7085	MYO1D	O94832	4642	ENSG00000176658
7087	HAO2	Q9NYQ3	51179	ENSG00000116882
7088	KAT5	Q92993	10524	ENSG00000172977
7089	SNX3	O60493	8724	ENSG00000112335
7090	GFER	P55789	2671	ENSG00000127554
7091	SMARCA5	O60264	8467	ENSG00000153147
7092	UCKL1	Q9NWZ5	54963	ENSG00000198276
7093	KAT2A	Q92830	2648	ENSG00000108773; ENSG00000259958
7094	AANAT	Q16613	15	ENSG00000129673
7095	OAS1	P00973	4938	ENSG00000089127
7096	COMTD1	Q86VU5	118881	ENSG00000165644
7097	KIF3B	O15066	9371	ENSG00000101350
7098	katG	Q31MN3	N/A	N/A
7099	ABCA6	Q8N139	23460	ENSG00000154262
7100	PSPH	P78330	5723	ENSG00000146733
7101	MRC1L1	Q5VSK2	N/A	N/A
7102	SIGLEC1	Q9BZZ2	6614	ENSG00000088827
7103	SPTBN1	Q01082	6711	ENSG00000115306
7104	RHEB	Q15382	6009	ENSG00000106615
7107	PRMT1	Q99873	3276	ENSG00000126457
7108	DDX39B	Q13838	7919	ENSG00000215425; ENSG00000198563; ENSG00000225073; ENSG00000225859; ENSG00000229496; ENSG00000235439; ENSG00000230624
7112	RND3	P61587	390	ENSG00000115963
7113	CHI3L1	P36222	1116	ENSG00000133048
7115	SCLY	Q96I15	51540	ENSG00000132330
7117	deoC	Q5SJ28	N/A	N/A
7118	SOAT2	O75908	8435	ENSG00000167780
7120	IGHA2	P01877	N/A	N/A
7121	lysX	Q5SH23	N/A	N/A
7122	IGSF10	Q6WRI0	285313	ENSG00000152580
7124	RPS6KA4	O75676	8986	ENSG00000162302
7125	PYCRL	Q53H96	65263	ENSG00000104524
7126	ABCE1	P61221	6059	ENSG00000164163
7127	RFC5	P40937	5985	ENSG00000111445
7128	CDC42	P60953	998	ENSG00000070831
7129	NAGA	P17050	4668	ENSG00000198951
7132	KIF2C	Q99661	11004	ENSG00000142945
7133	A2LD1	Q9BVM4	87769	ENSG00000134864
7134	TRPM7	Q96QT4	54822	ENSG00000092439
7135	HGS	O14964	9146	ENSG00000185359
7137	ARL5B	Q96KC2	221079	ENSG00000165997
7139	EXTL2	Q9UBQ6	2135	ENSG00000162694
7140	MASP2	O00187	10747	ENSG00000009724
7141	HCN2	Q9UL51	610	ENSG00000099822
7142	TAOK2	Q9UL54	9344	ENSG00000149930
7143	SAR1B	Q9Y6B6	51128	ENSG00000152700
7144	IRGC	Q6NXR0	56269	ENSG00000124449
7146	EIF2S3	P41091	1968	ENSG00000130741
7147	SCMH1	Q96GD3	22955	ENSG00000010803
7148	ARL3	P36405	403	ENSG00000138175
7149	TK2	O00142	7084	ENSG00000166548
7150	PGCP	Q9Y646	10404	ENSG00000104324
7151	PRDX6	P30041	9588	ENSG00000117592
7154	pbp3	Q75Y35	N/A	N/A
7156	pbp2a	Q8DNB6	N/A	N/A
7157	LMHCC_2184	B8DCL9	N/A	N/A
7158	LMHCC_2773	B8DD61	N/A	N/A
7159	N/A	N/A	N/A	N/A
7160	N/A	N/A	N/A	N/A
7161	N/A	N/A	N/A	N/A
7162	pbpB	Q51504	N/A	N/A
7163	pbpA	Q9X6V3	N/A	N/A
7164	pbpG	P72161	N/A	N/A
7165	N/A	N/A	N/A	N/A
7166	N/A	N/A	N/A	N/A
7167	rplP	P0ADY7	N/A	N/A
7168	rpsC	P0A7V3	N/A	N/A
7169	rpsH	P0A7W7	N/A	N/A
7170	rpsG	P02359	N/A	N/A
7171	N/A	N/A	N/A	N/A
7172	pbp3	Q2FGH1	N/A	N/A
7173	CHUK	O15111	1147	ENSG00000213341
7174	pbpA	Q65HB5	N/A	N/A
7175	sulI	P0C002	N/A	N/A
7176	FOL1	P53848	N/A	N/A
7177	N/A	N/A	N/A	N/A
7178	SMO	Q99835	6608	ENSG00000128602
7180	KRT12	Q99456	3859	ENSG00000187242; ENSG00000263243
7181	CHRNA1	P02708	1134	ENSG00000138435
7182	CHRNB1	P11230	1140	ENSG00000170175
7183	CHRND	Q07001	1144	ENSG00000135902
7184	CHRNG	P07510	1146	ENSG00000196811
7185	CHRNE	Q04844	1145	ENSG00000108556
7187	ABP1	Q9TRC7	N/A	N/A
7188	N/A	N/A	N/A	N/A
7189	N/A	N/A	N/A	N/A
7190	N/A	N/A	N/A	N/A
7191	N/A	N/A	N/A	N/A
7192	N/A	N/A	N/A	N/A
7193	N/A	N/A	N/A	N/A
7194	ERG7	Q04782	N/A	N/A
7195	fksA	A2QLK4	N/A	N/A
7196	ERG1	Q92206	N/A	N/A
7197	N/A	N/A	N/A	N/A
7198	N/A	N/A	N/A	N/A
7199	N/A	N/A	N/A	N/A
7200	N/A	N/A	N/A	N/A
7201	N/A	N/A	N/A	N/A
7202	N/A	N/A	N/A	N/A
7203	N/A	N/A	N/A	N/A
7204	CPS1	P31327	1373	ENSG00000021826
7205	N/A	N/A	N/A	N/A
7206	N/A	N/A	N/A	N/A
7208	N/A	P00748	2161	ENSG00000131187
7209	N/A	N/A	N/A	N/A
7210	N/A	N/A	N/A	N/A
7211	N/A	N/A	N/A	N/A
7212	N/A	N/A	N/A	N/A
7213	N/A	N/A	N/A	N/A
7214	N/A	N/A	N/A	N/A
7215	N/A	N/A	N/A	N/A
7216	N/A	N/A	N/A	N/A
7217	N/A	N/A	N/A	N/A
7218	CYP4B1	P13584	1580	ENSG00000142973
7219	SLC18A1	P54219	6570	ENSG00000036565
7221	SLC4A4	Q9Y6R1	8671	ENSG00000080493
7222	SLC4A7	Q9Y6M7	9497	ENSG00000033867
7223	SLC4A5	Q9BY07	57835	ENSG00000188687
7226	SLC4A8	Q2Y0W8	9498	ENSG00000050438
7229	N/A	N/A	N/A	N/A
7230	SLC4A10	Q6U841	57282	ENSG00000144290
7231	N/A	N/A	N/A	N/A
7233	FCGR1B	Q92637	2210	ENSG00000198019
7234	C4A	P0C0L4	720	ENSG00000244731
7235	C4B	P0C0L5	100293534; 721	ENSG00000236625
7237	N/A	O75173	9507	ENSG00000158859
7239	N/A	P01106	4609	ENSG00000136997
7240	N/A	P27352	2694	ENSG00000134812
7241	N/A	Q15849	8170	ENSG00000132874
7242	N/A	Q13336	6563	ENSG00000141469
7243	N/A	Q5DNL9	N/A	N/A
7244	N/A	P19224	54578	ENSG00000167165
7245	N/A	Q9HAW7	54577	ENSG00000244122
7246	N/A	P54855	7366	ENSG00000196620
7247	N/A	Q13867	642	ENSG00000108578
7248	N/A	Q14697	23193	ENSG00000089597
7249	N/A	Q8TET4	2595	ENSG00000214013
7250	N/A	P32321	1635	ENSG00000129187
7251	N/A	B0B3C9	N/A	N/A
7252	N/A	O75330	3161	ENSG00000072571
7253	N/A	P49190	5746	ENSG00000144407
